,Volcano Name,Eruption Category,VEI,Start Year,Start Month,Start Day,Evidence Method (dating),End Year,End Month,End Day,Latitude,Longitude,Lifetime (years),Start Date,End Date
7557,Popocatepetl,Confirmed Eruption,2.0,1512,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,19.023,-98.622,,1512/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7558,Gunungapi Wetar,Confirmed Eruption,3.0,1512,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-6.642,126.65,,1512/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7559,Sangeang Api,Confirmed Eruption,3.0,1512,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-8.2,119.07,,1512/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7560,Fujisan,Confirmed Eruption,2.0,1511,9,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,35.361,138.728,,1511/9/1,End Year Unknown/End Month Unknown/End Day Unknown
7561,Hekla,Confirmed Eruption,4.0,1510,7,25,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,63.983,-19.666,,1510/7/25,End Year Unknown/End Month Unknown/End Day Unknown
7562,Grimsvotn,Confirmed Eruption,VEI Unknown,1510,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1510/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7563,San Miguel,Confirmed Eruption,VEI Unknown,1510,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,13.434,-88.269,,1510/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7564,Mauna Loa,Confirmed Eruption,0.0,1510,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,19.475,-155.608,,1510/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7565,Redoubt,Confirmed Eruption,VEI Unknown,1510,1,1,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,60.485,-152.742,,1510/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7566,Kilauea,Confirmed Eruption,0.0,1510,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,19.421,-155.287,,1510/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7567,Gamalama,Confirmed Eruption,3.0,1510,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,0.8,127.33,,1510/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7568,Seulawah Agam,Confirmed Eruption,2.0,1510,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,5.448,95.658,,1510/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7569,Popocatepetl,Uncertain Eruption,VEI Unknown,1509,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,19.023,-98.622,,1509/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7570,Grimsvotn,Confirmed Eruption,VEI Unknown,1509,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1509/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7571,Villarrica,Confirmed Eruption,2.0,1509,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1509/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7572,Ascension,Confirmed Eruption,0.0,1508,Start Month Unknown,Start Day Unknown,Ar/Ar,End Year Unknown,End Month Unknown,End Day Unknown,-7.95,-14.37,,1508/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7573,Asosan,Confirmed Eruption,2.0,1506,4,6,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,32.884,131.104,,1506/4/6,End Year Unknown/End Month Unknown/End Day Unknown
7574,Asosan,Confirmed Eruption,2.0,1505,2,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,32.884,131.104,,1505/2/1,End Year Unknown/End Month Unknown/End Day Unknown
7575,Atitlan,Confirmed Eruption,3.0,1505,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,14.583,-91.186,,1505/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7576,Popocatepetl,Confirmed Eruption,2.0,1504,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,19.023,-98.622,,1504/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7577,Villarrica,Confirmed Eruption,2.0,1503,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1503/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7578,Cosiguina,Confirmed Eruption,VEI Unknown,1500,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,12.98,-87.57,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7579,Fogo,Confirmed Eruption,1.0,1500,1,1,Historical Observations,1761,1,1,14.95,-24.35,261.0,1500/1/1,1761/1/1
7580,Deception Island,Confirmed Eruption,VEI Unknown,1500,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,-63.001,-60.652,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7581,Grimsvotn,Confirmed Eruption,VEI Unknown,1500,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7582,Katla,Confirmed Eruption,4.0,1500,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,63.633,-19.083,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7583,Mauna Loa,Confirmed Eruption,0.0,1500,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,19.475,-155.608,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7584,Kilauea,Confirmed Eruption,1.0,1500,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,19.421,-155.287,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7585,Khangar,Confirmed Eruption,VEI Unknown,1500,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,54.761,157.407,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7586,Shikotsu,Confirmed Eruption,2.0,1500,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,42.688,141.38,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7587,Kelut,Uncertain Eruption,VEI Unknown,1500,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,-7.93,112.308,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7588,Taranaki,Confirmed Eruption,VEI Unknown,1500,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,-39.3,174.07,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7589,Tongariro,Confirmed Eruption,VEI Unknown,1500,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,-39.157,175.632,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7590,Vesuvius,Confirmed Eruption,2.0,1500,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,40.821,14.426,,1500/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7591,Villarrica,Confirmed Eruption,2.0,1497,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1497/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7592,Villarrica,Confirmed Eruption,2.0,1494,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1494/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7593,Etna,Confirmed Eruption,1.0,1493,1,1,Historical Observations,1500,1,1,37.748,14.999,7.0,1493/1/1,1500/1/1
7594,Tenerife,Confirmed Eruption,VEI Unknown,1492,8,24,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,28.271,-16.641,,1492/8/24,End Year Unknown/End Month Unknown/End Day Unknown
7595,Villarrica,Confirmed Eruption,2.0,1492,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1492/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7596,Andahua-Orcopampa,Confirmed Eruption,VEI Unknown,1490,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,-15.42,-72.33,,1490/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7597,Grimsvotn,Confirmed Eruption,VEI Unknown,1490,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1490/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7598,Kilauea,Confirmed Eruption,1.0,1490,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,19.421,-155.287,,1490/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7599,Popocatepetl,Confirmed Eruption,2.0,1488,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,19.023,-98.622,,1488/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7600,Hachijojima,Confirmed Eruption,2.0,1487,12,7,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,33.137,139.766,,1487/12/7,End Year Unknown/End Month Unknown/End Day Unknown
7601,Asosan,Confirmed Eruption,2.0,1485,1,5,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,32.884,131.104,,1485/1/5,End Year Unknown/End Month Unknown/End Day Unknown
7602,Villarrica,Confirmed Eruption,2.0,1483,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1483/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7603,St. Helens,Confirmed Eruption,5.0,1482,1,15,Dendrochronology,End Year Unknown,End Month Unknown,End Day Unknown,46.2,-122.18,,1482/1/15,End Year Unknown/End Month Unknown/End Day Unknown
7604,Kelut,Confirmed Eruption,3.0,1481,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.93,112.308,,1481/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7605,St. Helens,Confirmed Eruption,5.0,1480,1,15,Dendrochronology,End Year Unknown,End Month Unknown,End Day Unknown,46.2,-122.18,,1480/1/15,End Year Unknown/End Month Unknown/End Day Unknown
7606,Merapi,Confirmed Eruption,VEI Unknown,1480,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,-7.54,110.446,,1480/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7607,Taranaki,Confirmed Eruption,VEI Unknown,1480,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,-39.3,174.07,,1480/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7608,Soufriere St. Vincent,Confirmed Eruption,VEI Unknown,1480,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,13.33,-61.18,,1480/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7609,La Palma,Confirmed Eruption,2.0,1480,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,28.57,-17.83,,1480/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7611,Villarrica,Confirmed Eruption,2.0,1479,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1479/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7612,Aira,Confirmed Eruption,2.0,1478,9,23,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,31.593,130.657,,1478/9/23,End Year Unknown/End Month Unknown/End Day Unknown
7613,Torfajokull,Confirmed Eruption,2.0,1477,3,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,63.892,-19.122,,1477/3/1,End Year Unknown/End Month Unknown/End Day Unknown
7614,Bardarbunga,Confirmed Eruption,6.0,1477,2,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,64.633,-17.516,,1477/2/1,End Year Unknown/End Month Unknown/End Day Unknown
7615,Chokaisan,Uncertain Eruption,VEI Unknown,1477,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,39.099,140.049,,1477/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7616,Villarrica,Confirmed Eruption,2.0,1474,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1474/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7617,Asosan,Confirmed Eruption,2.0,1473,5,16,Historical Observations,1474,4,15,32.884,131.104,1.0,1473/5/16,1474/4/15
7618,Aira,Confirmed Eruption,5.0,1471,11,3,Historical Observations,1476,10,8,31.593,130.657,5.0,1471/11/3,1476/10/8
7619,Izu-Oshima,Confirmed Eruption,2.0,1471,1,1,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,34.724,139.394,,1471/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7620,Grimsvotn,Confirmed Eruption,VEI Unknown,1471,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1471/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7621,Villarrica,Confirmed Eruption,2.0,1471,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1471/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7622,Grimsvotn,Confirmed Eruption,VEI Unknown,1470,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1470/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7623,Kusatsu-Shiranesan,Confirmed Eruption,VEI Unknown,1470,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,36.618,138.528,,1470/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7624,Mauna Loa,Confirmed Eruption,0.0,1470,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,19.475,-155.608,,1470/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7625,Aniakchak,Confirmed Eruption,VEI Unknown,1470,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,56.88,-158.17,,1470/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7626,Kuchinoerabujima,Confirmed Eruption,VEI Unknown,1470,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,30.443,130.217,,1470/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7627,Etna,Discredited Eruption,VEI Unknown,1470,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,37.748,14.999,,1470/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7628,Chyulu Hills,Confirmed Eruption,VEI Unknown,1470,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,-2.68,37.88,,1470/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7629,Miyakejima,Confirmed Eruption,3.0,1469,12,24,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,34.094,139.526,,1469/12/24,End Year Unknown/End Month Unknown/End Day Unknown
7630,Atitlan,Confirmed Eruption,3.0,1469,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,14.583,-91.186,,1469/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7631,Grimsvotn,Confirmed Eruption,VEI Unknown,1469,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1469/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7632,Suchitan,Uncertain Eruption,VEI Unknown,1469,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,14.4,-89.78,,1469/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7633,Aira,Confirmed Eruption,2.0,1468,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,31.593,130.657,,1468/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7634,Ascension,Confirmed Eruption,0.0,1468,Start Month Unknown,Start Day Unknown,Ar/Ar,End Year Unknown,End Month Unknown,End Day Unknown,-7.95,-14.37,,1468/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7635,Villarrica,Confirmed Eruption,2.0,1466,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1466/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7636,Villarrica,Confirmed Eruption,2.0,1463,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1463/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7637,Kelut,Confirmed Eruption,3.0,1462,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.93,112.308,,1462/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7638,Haleakala,Confirmed Eruption,VEI Unknown,1460,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,20.708,-156.25,,1460/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7639,Kilauea,Confirmed Eruption,0.0,1460,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,19.421,-155.287,,1460/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7640,Yakedake,Confirmed Eruption,2.0,1460,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,36.227,137.587,,1460/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7641,Sashiusudake [Baransky],Confirmed Eruption,VEI Unknown,1460,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,45.1,148.019,,1460/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7642,Pelee,Confirmed Eruption,VEI Unknown,1460,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,14.809,-61.165,,1460/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7643,"Misti, El",Confirmed Eruption,2.0,1454,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-16.294,-71.409,,1454/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7644,Iraya,Confirmed Eruption,VEI Unknown,1454,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,20.469,122.01,,1454/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7645,Villarrica,Confirmed Eruption,2.0,1454,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1454/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7646,Unknown Source,Confirmed Eruption,VEI Unknown,1452,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,0.0,0.0,,1452/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7647,Kelut,Confirmed Eruption,3.0,1451,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.93,112.308,,1451/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7648,Kelut,Confirmed Eruption,3.0,1450,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,-7.93,112.308,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7649,Pinatubo,Confirmed Eruption,5.0,1450,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,15.13,120.35,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7650,Soputan,Confirmed Eruption,3.0,1450,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,1.112,124.737,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7651,Ngozi,Confirmed Eruption,VEI Unknown,1450,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,-8.989,33.554,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7652,Ararat,Uncertain Eruption,VEI Unknown,1450,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,39.7,44.3,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7653,Raoul Island,Confirmed Eruption,VEI Unknown,1450,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,-29.27,-177.92,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7654,Witori,Confirmed Eruption,VEI Unknown,1450,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,-5.576,150.516,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7655,Rabaul,Confirmed Eruption,VEI Unknown,1450,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,-4.271,152.203,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7656,Karymsky,Confirmed Eruption,VEI Unknown,1450,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,54.049,159.443,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7657,Kurikomayama,Confirmed Eruption,1.0,1450,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,38.961,140.788,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7658,Iwatesan,Confirmed Eruption,VEI Unknown,1450,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,39.853,141.001,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7659,Rainier,Confirmed Eruption,VEI Unknown,1450,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,46.853,-121.76,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7660,Acatenango,Confirmed Eruption,VEI Unknown,1450,1,1,Anthropology,End Year Unknown,End Month Unknown,End Day Unknown,14.501,-90.876,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7661,Grimsvotn,Confirmed Eruption,VEI Unknown,1450,1,1,Ice Core,End Year Unknown,End Month Unknown,End Day Unknown,64.416,-17.316,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7662,Katla,Confirmed Eruption,VEI Unknown,1450,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,63.633,-19.083,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7663,Wolf,Confirmed Eruption,0.0,1450,1,1,Surface Exposure,End Year Unknown,End Month Unknown,End Day Unknown,0.02,-91.35,,1450/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7664,Villarrica,Confirmed Eruption,2.0,1448,Start Month Unknown,Start Day Unknown,Varve Count,End Year Unknown,End Month Unknown,End Day Unknown,-39.42,-71.93,,1448/Start Month Unknown/Start Day Unknown,End Year Unknown/End Month Unknown/End Day Unknown
7665,Etna,Confirmed Eruption,1.0,1447,9,21,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,37.748,14.999,,1447/9/21,End Year Unknown/End Month Unknown/End Day Unknown
7666,Etna,Confirmed Eruption,1.0,1446,9,25,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,37.748,14.999,,1446/9/25,End Year Unknown/End Month Unknown/End Day Unknown
7668,Vulcano,Confirmed Eruption,3.0,1444,2,4,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,38.404,14.962,,1444/2/4,End Year Unknown/End Month Unknown/End Day Unknown
7669,Etna,Confirmed Eruption,2.0,1444,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,37.748,14.999,,1444/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7670,Sete Cidades,Confirmed Eruption,4.0,1444,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,37.865,-25.785,,1444/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7671,Tenerife,Uncertain Eruption,VEI Unknown,1444,1,1,Evidence Method (dating) Unknown,End Year Unknown,End Month Unknown,End Day Unknown,28.271,-16.641,,1444/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7672,Izu-Oshima,Confirmed Eruption,VEI Unknown,1442,8,1,Historical Observations,1443,1,1,34.724,139.394,1.0,1442/8/1,1443/1/1
7673,Nemrut Dagi,Confirmed Eruption,VEI Unknown,1441,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,38.654,42.229,,1441/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7674,Furnas,Confirmed Eruption,4.0,1441,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,37.77,-25.32,,1441/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7675,Katla,Confirmed Eruption,4.0,1440,1,1,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,63.633,-19.083,,1440/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7676,Hekla,Confirmed Eruption,VEI Unknown,1440,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,63.983,-19.666,,1440/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7677,Soufriere Guadeloupe,Confirmed Eruption,4.0,1440,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,16.044,-61.664,,1440/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7678,Arenal,Confirmed Eruption,2.0,1440,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,10.463,-84.703,,1440/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7679,Cayambe,Confirmed Eruption,VEI Unknown,1440,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,0.029,-77.986,,1440/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7680,"Fournaise, Piton de la",Confirmed Eruption,0.0,1440,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,-21.244,55.708,,1440/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7681,Kuchinoerabujima,Confirmed Eruption,VEI Unknown,1440,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,30.443,130.217,,1440/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7682,Merapi,Confirmed Eruption,VEI Unknown,1440,1,1,Radiocarbon (corrected),End Year Unknown,End Month Unknown,End Day Unknown,-7.54,110.446,,1440/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7683,Yakedake,Confirmed Eruption,VEI Unknown,1440,1,1,Tephrochronology,End Year Unknown,End Month Unknown,End Day Unknown,36.227,137.587,,1440/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7684,Mauna Loa,Confirmed Eruption,0.0,1440,1,1,Radiocarbon (uncorrected),End Year Unknown,End Month Unknown,End Day Unknown,19.475,-155.608,,1440/1/1,End Year Unknown/End Month Unknown/End Day Unknown
7685,Asosan,Confirmed Eruption,2.0,1438,1,9,Historical Observations,1438,2,18,32.884,131.104,0.0,1438/1/9,1438/2/18
7686,Fujisan,Confirmed Eruption,2.0,1435,12,31,Historical Observations,End Year Unknown,End Month Unknown,End Day Unknown,35.361,138.728,,1435/12/31,End Year Unknown/End Month Unknown/End Day Unknown
7687,Asosan,Confirmed Eruption,2.0,1434,5,10,Historical Observations,1434,5,18,32.884,131.104,0.0,1434/5/10,1434/5/18
